,title,genre,votes,rating,release_year,plot,poster,imdb_id
503,Borstal Boy,Drama,2230.0,6.8,2000,"Irish writer and political activist Brendan Behan,is befriended as a teenager in a British labor camp by a liberal warden.",https://m.media-amazon.com/images/M/MV5BMTQ3ODEzMTk0Ml5BMl5BanBnXkFtZTcwMTk2ODgyMQ@@._V1_SX300.jpg,tt0221838
504,Jimmy Neutron: Boy Genius,Animation,29332.0,6.0,2001,An eight year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.,https://m.media-amazon.com/images/M/MV5BMzczYzM4MmMtMTEyYi00ZGRmLWE2OTMtZmNhYTdiYjQ4NDUxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,tt0268397
505,About a Boy,Comedy,166585.0,7.0,2002,"A cynical,immature young man is taught how to act like a grown-up by a little boy.",https://m.media-amazon.com/images/M/MV5BMTQ2Mzg4MDAzNV5BMl5BanBnXkFtZTgwMjcxNTYxMTE@._V1_SX300.jpg,tt0276751
506,The Mudge Boy,Crime,4083.0,7.1,2003,"Sensitive,somewhat effeminate farm-boy Duncan Mudge can barely cope with grim,since Ma's death even gloomier father Edgar's manly expectations,and seeks comfort in petting a chicken he ...",https://m.media-amazon.com/images/M/MV5BYjljMDE0ZWMtMjA2NC00NWUyLWEzZjktOTIwM2E2MDE3ZjFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0339419
507,Boy 1,Short,215.0,5.1,2004,"Boy is the story of a young male prostitute in a small town who discovers the truth behind a fatal hit and run accident. Threatened with violence,he battles to expose the truth.",https://m.media-amazon.com/images/M/MV5BOTA2ZmQ5ZWYtM2Q4My00NDA1LTk5OTMtMGNlNzI3ZWE1MDM4XkEyXkFqcGdeQXVyNjg5MDkzMDA@._V1_SX300.jpg,tt0434818
508,Boy Eats Girl,Comedy,3667.0,5.0,2005,"A boy declares his love for his girlfriend,only to die the same night. He is brought back to life by his mother as a flesh-craving zombie,who sires more teen undead while trying to control his,er,appetite for his beloved.",https://m.media-amazon.com/images/M/MV5BMTgwNzU3Nzk1N15BMl5BanBnXkFtZTcwNTM1MjA0MQ@@._V1_SX300.jpg,tt0415679
510,"Run,Fat Boy,Run",Comedy,64351.0,6.6,2007,"Five years after jilting his pregnant fiancée on their wedding day,out-of-shape Dennis decides to run a marathon to win her back.",https://m.media-amazon.com/images/M/MV5BMTgzOTg0NTk5NF5BMl5BanBnXkFtZTcwMjMxNDI2MQ@@._V1_SX300.jpg,tt0425413
512,Boy 2,Drama,173.0,5.9,2009,A poet sells his collection of comic books and action figures in order to afford to hire a male stripper on New Years Eve.,https://m.media-amazon.com/images/M/MV5BMTQ1NjgwMjc5OV5BMl5BanBnXkFtZTcwODUyNTA2Mw@@._V1_SX300.jpg,tt1436336
513,Boy 3,Comedy,19247.0,7.5,2010,"Set on the east coast of New Zealand in 1984,Boy,an 11-year-old child and devout Michael Jackson fan,gets a chance to know his absentee criminal father,who has returned to find a bag of money he buried years ago.",https://m.media-amazon.com/images/M/MV5BMjc4MjQ2ODQyNF5BMl5BanBnXkFtZTcwOTE0NzIzNw@@._V1_SX300.jpg,tt1560139
514,Boy 4,Drama,512.0,6.0,2011,18-year old Christian has just graduated from high school. At his summer job he is seduced by the 36-year old single mother Sanne. Soon he is drawn into a world of sensuality and his ...,https://m.media-amazon.com/images/M/MV5BMjExOTE5NzczOF5BMl5BanBnXkFtZTcwODQ5OTIyNA@@._V1_SX300.jpg,tt1616096
515,Boy 5,Drama,32.0,6.4,2012,"'Boy' tells the story of an invisible member of our society,an undocumented Filipino cleaner. He has no name. Moving continuously from one location to the other,he is living between being...",https://m.media-amazon.com/images/M/MV5BODExMjA1ZGYtNTBjZC00YzNhLTg2MGEtNTkzYmU2OTg0ZTRiXkEyXkFqcGdeQXVyMzk3MjE4OTY@._V1_SX300.jpg,tt2445032
516,Boy 6,Short,8.0,5.4,2013,The statue BOY becomes living in the nights and has to become its original form before the day begins. The boy is caught between life's fragility at night and art immortality per day.,https://m.media-amazon.com/images/M/MV5BMDU5MjE3MjMtNzk4Zi00Yjc1LTk0MjYtZDI4OGMwYmQ2N2FhXkEyXkFqcGdeQXVyNTE4NDEwMzg@._V1_SX300.jpg,tt2768416
517,Boy 7,Short,161.0,7.0,2014,16-year old Emilie has always been a boy inside.,https://m.media-amazon.com/images/M/MV5BZDdlNjY3OGItNTFkMC00YTk0LWFmODAtOGMyZTI5Zjc4YTI1XkEyXkFqcGdeQXVyNjc2NjkzNTg@._V1_SX300.jpg,tt3826188
518,Boy 8,Short,33.0,7.4,2015,The ghost of a young boy explores the world on the day of his death.,https://m.media-amazon.com/images/M/MV5BNTAzNzExMTcwNF5BMl5BanBnXkFtZTgwNTEzMjM3NjE@._V1_SX300.jpg,tt4848102
519,The Boy,Horror,73912.0,6.0,2016,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules,disturbing events make her believe that the doll is really alive.",https://m.media-amazon.com/images/M/MV5BMTc1MjcxNzcwMV5BMl5BanBnXkFtZTgwMTE0NTE2NzE@._V1_SX300.jpg,tt3882082
520,The Only Living Boy in New York,Drama,10000.0,6.3,2017,"Adrift in New York City,a recent college graduate's life is upended by his father's mistress.",https://m.media-amazon.com/images/M/MV5BODEzODA5NjU2NF5BMl5BanBnXkFtZTgwODkwNzA5MjI@._V1_SX300.jpg,tt0460890
521,Boy 9,Short,8.0,9.4,2018,A young boy finds himself in a dilemma of choosing between social peer pressures or making a moralistic decision.,https://m.media-amazon.com/images/M/MV5BNmMxMDk4YzgtNzlhNy00ZTcyLTgyNTAtY2U4OWU1NTk5MGRiXkEyXkFqcGdeQXVyNDc3MjkwNDc@._V1_SX300.jpg,tt8064372
522,Boy (9),Comedy,182.0,6.8,2019,A boy's story during the final days of his high school.,https://m.media-amazon.com/images/M/MV5BNTc2ZDNjYTYtMmE5NC00YTZkLWI4ZWQtYmYwZDc1NGIzZTNhXkEyXkFqcGdeQXVyMTA0NzIyMDc1._V1_SX300.jpg,tt10768678
525,No Reason to Stay,Short,5.0,8.6,1966,N/A,N/A,tt0235628
526,Reason Over Passion,N/A,22.0,6.0,1969,N/A,https://m.media-amazon.com/images/M/MV5BNWViNzMyYmYtNDAwOS00NGQ5LThjN2MtY2JiODM0NjA2MWI3XkEyXkFqcGdeQXVyNTA1NDY3NzY@._V1_SX300.jpg,tt0129333
527,Beyond Reason,Action,7.0,4.7,1970,"When a nuclear war starts,the employees and inmates at a mental institution seek shelter in an underground bunker. They find themselves locked in and soon find that the inmates want to take over.",N/A,tt0130502
528,"A Reason to Live,a Reason to Die",Western,1569.0,6.2,1972,"Branded a coward for surrendering his New Mexico fort to the Confederates without firing a shot,a Union colonel attempts to redeem himself by leading a band of condemned prisoners on a suicide mission to recapture it.",https://m.media-amazon.com/images/M/MV5BMTkxOTMzNDQ1NF5BMl5BanBnXkFtZTcwNDcxMTM4NA@@._V1_SX300.jpg,tt0069159
533,"Reason,Debate and a Story",Drama,260.0,7.2,1977,"In this quest narrative that makes the Odyssey look like a trip to the mall,four men,each peculiar in his own way,embark on a quest to reason with the estranged wife of the protagonist.",https://m.media-amazon.com/images/M/MV5BMzYwYWE5NjktNzQxZC00NDU3LWEwMGQtOTgxYTc3ZTk2ODk3XkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_SX300.jpg,tt0071707
537,Murder: By Reason of Insanity,Crime,105.0,6.3,1985,"A married couple from Poland emigrates to the U.S.,. but things don't turn out as well as they had imaged. The husband's business fails,while his wife's career really takes off. The ...",https://m.media-amazon.com/images/M/MV5BNDUyYTc5ZmUtNzUwOC00MzUxLWIzMDktNTVjZGQ0YjMzNTI5XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,tt0089642
540,The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out,Documentary,14.0,6.6,1988,Anti-apartheid activist Dr. Beyers Naude talks about the human issues confronting the people of South Africa.,https://m.media-amazon.com/images/M/MV5BZDk0NzVlNTAtZTRkNi00MTYzLWEzYTYtMGZiNDVmMDNmZjFjXkEyXkFqcGdeQXVyNTgwMzA2OTY@._V1_SX300.jpg,tt0094925
542,Reason to Die,Action,40.0,4.9,1990,A cop sets up his girlfriend as a target in order to trap a serial killer.,https://m.media-amazon.com/images/M/MV5BNDcyMzI5NTA4M15BMl5BanBnXkFtZTcwNTU1NDcyMQ@@._V1_SX300.jpg,tt0098172
543,Reason for Living: The Jill Ireland Story,Biography,79.0,6.3,1991,"A Made-for-TV movie,this film follows the struggle the late famous actress Jill Ireland had not only with her cancer but with her very troubled and drug-addicted adoptive son,Jason McCallum.",https://m.media-amazon.com/images/M/MV5BZjljZjk1ZWMtYzJmNC00YmZkLThmNDAtMWVmN2YyNzFhMWMzXkEyXkFqcGdeQXVyMTI4NTcwNTA@._V1_SX300.jpg,tt0102764
546,A Reason to Believe,Drama,281.0,5.8,1995,"A popular girl on campus,Charlotte,attends a wild party while her boyfriend Wesley is out of town. When she realizes she has become too drunk,she leaves the party. But Jim,who she ...",https://m.media-amazon.com/images/M/MV5BMTgyMDE1Mjg4NV5BMl5BanBnXkFtZTcwNDQwMjgyMQ@@._V1_SX300.jpg,tt0114240
547,Tracy Chapman: Give Me One Reason,Short,5.0,6.2,1996,Tracy Chapman performs in the music video 'Give Me One Reason' from the album 'New Beginning' recorded for Elektra Records. Tracy Chapman sings and plays guitar in front of a blue curtain ...,https://m.media-amazon.com/images/M/MV5BMDc0YjNkN2QtNWNlZi00NGYwLThjYzYtODZkNjhmMTM5NmNmXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,tt7168710
548,Rhyme & Reason,Documentary,690.0,7.5,1997,"A study in the world of hip-hop,done mostly with interviews,in order to see why it is as popular as it is today and what the future holds.",https://m.media-amazon.com/images/M/MV5BMTI5MTgxODI0Nl5BMl5BanBnXkFtZTYwNzg3MDU5._V1_SX300.jpg,tt0120014
549,The Real Reason (Men Commit Crimes),Comedy,61.0,7.6,1998,"Six bachelors attempt to use their charms and talents to win the hand of a beautiful,sophisticated young woman. Along the way,they each commit a perpetration of the law,in their attempts...",https://m.media-amazon.com/images/M/MV5BNzU3MjkwOTc3NV5BMl5BanBnXkFtZTcwOTAxNjg3Nw@@._V1_SX300.jpg,tt0160744
550,The Reason,Sport,14.0,8.5,1999,N/A,https://m.media-amazon.com/images/M/MV5BOTI0NWMxMTktNzRjOC00YzUzLWExZTEtYTA0ZTEyZTFhZDUwXkEyXkFqcGdeQXVyMTc3NjQ3ODI@._V1_SX300.jpg,tt1199519
551,Everything for a Reason,Comedy,68.0,7.4,2000,N/A,https://m.media-amazon.com/images/M/MV5BMTMyMDk1NjYwMl5BMl5BanBnXkFtZTYwODc4Nzc5._V1_SX300.jpg,tt0266519
552,Kira's Reason: A Love Story,Drama,888.0,6.9,2001,"Kira and Mads try to work out their marriage,after Kira has been two years in a mental institution,but is she really ready for the real world?",https://m.media-amazon.com/images/M/MV5BMTY4MTkyMDQxOF5BMl5BanBnXkFtZTcwNDYxOTUxMQ@@._V1_SX300.jpg,tt0285280
553,Book of Love: The Definitive Reason Why Men Are Dogs,Romance,82.0,6.6,2002,N/A,https://ia.media-imdb.com/images/M/MV5BOGYzYzhkNzQtNTJhYy00ZjNiLThlNTItNjhkY2U4NGZkODZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTc2NjQyMTg@._V1_SX300.jpg,tt0156376
554,The Sleep of Reason,Thriller,34.0,6.7,2003,"A modern horror story about the thin line between reality and imagination. When four musicians move into an old,abandoned house in order to find solitude to rehearse,strange events begin ...",https://m.media-amazon.com/images/M/MV5BMTcyMDYyNjgwNF5BMl5BanBnXkFtZTcwNTI4NjkzMQ@@._V1_SX300.jpg,tt0362158
555,Bridget Jones: The Edge of Reason,Comedy,100942.0,6.0,2004,"After finding love,Bridget Jones (Renée Zellweger) questions if she really has everything she's dreamed of having.",https://m.media-amazon.com/images/M/MV5BOTJlNWQxZjctYmE3ZS00OTc0LWE2M2ItNzQwNmYyMjU4NDNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0317198
556,Reason 2 Kill,Drama,16.0,7.2,2005,"Larissa,driving home from a party,hits a man on the road,she is then faced with either leaving him there,or turning him in and facing the consequences of drunk driving on the eve of her wedding",https://m.media-amazon.com/images/M/MV5BMTY4NzYxMjUyNl5BMl5BanBnXkFtZTcwNjU2OTAzMQ@@._V1_SX300.jpg,tt0473385
557,Reason,Short,14.0,4.9,2006,David is caught in a cycle of confusion. Is it love or guilt that visits him in the night? Is he following clues or being baited by his past? David is determined to find out.,N/A,tt0865935
558,The Enemies of Reason,Documentary,1695.0,8.3,2007,Scientist Richard Dawkins turns a hostile eye on the world of alternative medicine.,https://m.media-amazon.com/images/M/MV5BMjAzNzQ5OTg5OV5BMl5BanBnXkFtZTcwMjQ2MDg5MQ@@._V1_SX300.jpg,tt1092058
559,The Reason Why,Drama,55.0,5.8,2008,N/A,https://m.media-amazon.com/images/M/MV5BMjNmMmY2ZGQtNmUxZC00MGNkLWJlY2QtNjgwNTRkNmQyODc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYyMTcxMw@@._V1_SX300.jpg,tt1069245
560,No Reason to Exist,Drama,11.0,6.9,2009,"A talk show hosts realizes there's no reason to exist,but he won't bother with suicide.",N/A,tt1580307
561,With Love... from the Age of Reason,Comedy,1693.0,5.8,2010,"A career-driven businesswoman rethinks her life after getting letters that force her to reminisce a traumatic,yet romantic,upbringing.",https://m.media-amazon.com/images/M/MV5BZmVjN2IwNGEtNGEzOS00MjFlLWJjM2EtNzIzZmI4MDEyMDVjXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,tt1594503
562,A Reason to Live,Drama,124.0,6.4,2011,A female producer loses her fiancée in a hit and run accident and stands in the line of conflict.,https://m.media-amazon.com/images/M/MV5BNTFiYWUwM2UtZmZlYi00MTIwLTg0ZGItYTYyNGU5ZTU3OGE3XkEyXkFqcGdeQXVyMjE4MTIyNDI@._V1_SX300.jpg,tt2085883
568,Adolf Hitler's Last Appeal to Reason,History,15.0,8.6,2017,"Here lie the accounts of Adolf Hitler's pleas to the world during the largest bloodshed in mankind's history,World War 2. Adolf Hitler's most poignant orations which had been buried for ...",https://m.media-amazon.com/images/M/MV5BZTAwMzIxMGEtMjIwMy00NWNkLWJjMmUtZTUyMjQzM2QwZWNjXkEyXkFqcGdeQXVyNDY5Mjk0Nzg@._V1_SX300.jpg,tt7375460
569,Village of the Damned,Horror,14148.0,7.3,1960,"In the English village of Midwich,the blonde-haired,glowing-eyed children of uncertain paternity prove to have frightening powers.",https://m.media-amazon.com/images/M/MV5BMGE5MzM4NDItZTgwNy00MDBjLWI2ODQtNzVjMzBhMjVhMjkyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,tt0054443
570,Only Fun in Bullerby Village,Adventure,131.0,5.6,1961,N/A,https://m.media-amazon.com/images/M/MV5BMzFkN2EyZDEtMDljYi00YzRlLTg0MTctYTg2MjZlMGY1OTkxXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,tt0054663
571,Village of Daughters,Comedy,100.0,5.2,1962,"Herbert Harris is a traveling salesman who makes his way into a remote Italian village to sell his wares. There,he finds many single and attractive women who all pursue him madly. He ...",https://m.media-amazon.com/images/M/MV5BZWQ1MzUzZWYtZDRmYS00N2JlLWExYWItYzIyMmQ0NjI0MDdkXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,tt0056659
572,Changes in the Village,Drama,104.0,6.8,1963,A girl is forced into a loveless marriage by her family.,https://m.media-amazon.com/images/M/MV5BMjFlNDA3MDAtOWQ0ZS00NzI0LTg5MWYtY2JkNmE2NTFjNTc2XkEyXkFqcGdeQXVyNDI0MTM0MjA@._V1_SX300.jpg,tt0059211
573,Santa's Enchanted Village,Family,43.0,3.0,1964,"Shot at the Santa's Village parks in California and in Dundee,Illinois in the 60s. It shows many of the park's features including the snowball ride,an icy North Pole,and the Puppet Place theater.",https://m.media-amazon.com/images/M/MV5BMjllYTBiMjMtODk0NC00NjE0LTk4M2QtNmVjMjBjOTZlNDcwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,tt0313557
574,Village of the Giants,Comedy,1975.0,3.6,1965,"Delinquent teen-agers ingest a substance and grow thirty feet tall,then proceed to take over a small town.",https://m.media-amazon.com/images/M/MV5BYzJmNmEwNzAtZTQzNi00MmYzLWFjMTQtYmZmOWE0Y2JlNWI2XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,tt0059878
576,It Rains in My Village,Drama,474.0,7.1,1968,"A bizarre and tragic love story involving swineherd,village fool,teacher and an agricultural pilot. The story unfolds in a remote village in the communist ruled Yugoslavia at the down of Soviet occupation of Czechoslovakia in 1968.",https://m.media-amazon.com/images/M/MV5BMDI2YTJiOGItNTI4ZS00NmZhLTg3MGQtZjM3NjVhZjgzYmRmXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_SX300.jpg,tt0124294
577,R.F.D. Greenwich Village,Documentary,12.0,5.3,1969,"With a small town feel,Greenwich Village is an oasis of calm in the middle of New York City. It has a quaint feel,its architecture and other built aspects adding to its character. ...",N/A,tt4422700
579,A Little Village Performance,Documentary,39.0,8.6,1971,N/A,N/A,tt0174001
581,Village on Fire,Action,77.0,6.5,1973,"Chung is a reformed professional fighter who has to hide his identity and take revenge on Black and White Fan,after they murder his family.",https://m.media-amazon.com/images/M/MV5BMTI2ODg0Nzg4MF5BMl5BanBnXkFtZTcwMDMzNTcxMQ@@._V1_SX300.jpg,tt0164521
582,From the Village to the City,Adventure,6384.0,8.4,1974,"The sequel of The Stupid Millionaire (1974 the fun continues this time in Ankara,after the 4 brothers find the heritage from their father which is a box-ful of gold.",https://m.media-amazon.com/images/M/MV5BMTkzNTg3ODctNGJjNi00ZDgyLThkODItZmJmYmIxNGEwN2M4XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg,tt0252619
584,"Next Stop,Greenwich Village",Comedy,1797.0,6.9,1976,The ups and downs of life as experienced by a group of aspiring young artists in the early Fifties New York.,https://m.media-amazon.com/images/M/MV5BNzlmNjFhNDctMzUxNi00ZDNiLWEyYjgtYzQ3YzBmYWZjNDkzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,tt0074963
585,Village of Eight Gravestones,Horror,230.0,6.6,1977,"The heir to a family fortune discovers that a curse has been placed on it,put there centuries before by a band of samurai warriors.",https://m.media-amazon.com/images/M/MV5BNGU5YTUwMjYtZWVjNS00MzUxLWFmNTYtY2E5MDYxZDRlMGZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0204745
586,Duel at the Tiger Village,Action,110.0,5.4,1978,A kung-fu fighting detective investigating the murder of the emperor's wife uncovers a high-ranking conspiracy.,https://m.media-amazon.com/images/M/MV5BMmZjMWU0YzgtZDkyNS00YTZlLTg2NmQtZmZlMjQ2YjQ4YzNjXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,tt0165729
587,Un si joli village...,Crime,66.0,6.6,1979,N/A,https://m.media-amazon.com/images/M/MV5BZTNhNDRhM2EtZDU3Zi00NDk4LWI4MzAtZjU4ZTYwNDIzMjczXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,tt0078441
588,Village in the Jungle,Drama,65.0,7.3,1980,"The lives of a poor family in a small village called Beddagama as they struggle to survive the challenges presented by poverty,disease,superstition,the unsympathetic colonial system,and the jungle itself.",https://m.media-amazon.com/images/M/MV5BYzVmYzFiMTEtOWY4Zi00YjU5LWIyMTYtZjc4NjRlN2JiYzJiXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,tt0080409
590,Once Upon a Time in Vu Dai Village,Action,29.0,8.6,1982,N/A,https://m.media-amazon.com/images/M/MV5BYTY1MmNmYjUtNGNjOC00YTcwLTg5MzYtZWMwZGJmYzkzOTYyXkEyXkFqcGdeQXVyNDc0Njc1NTY@._V1_SX300.jpg,tt2958510
591,Village in the Mist,Drama,38.0,7.3,1983,A vagabond called Kaechoi is troubled by all the inhabitants of a remote South Korean village. His secret is unearthed by an innocent lady teacher who has moved to that village from the city.,https://m.media-amazon.com/images/M/MV5BNjM0MDlkNDQtN2EzMC00M2EwLThiOTEtZDRmZmJjMzA4YjEyXkEyXkFqcGdeQXVyNDY5NjU5MDE@._V1_SX300.jpg,tt0083558
592,The Pope of Greenwich Village,Action,7421.0,6.7,1984,Two cousins unknowingly rob the mob and face the dangerous consequences.,https://m.media-amazon.com/images/M/MV5BYWIzNDE1MjYtM2JlZi00ZDQ0LWIzYTUtNWNiYzI0OTZkZjFjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,tt0087932
593,My Sweet Little Village,Comedy,3290.0,8.2,1985,"Comedy about the people who inhabit a small town. For years the overbearing Pavek has endured Otik,the 'town idiot,' sharing his meals and the front seat of their dump truck. But Otik is ...",https://m.media-amazon.com/images/M/MV5BNjQzNDg5MzU1NF5BMl5BanBnXkFtZTcwOTk0MDYyMQ@@._V1_SX300.jpg,tt0090257
594,The Children of Noisy Village,Family,1807.0,6.7,1986,"The story of the children who live in Bullerbyn,Sweden,through the spring and summer months.",https://m.media-amazon.com/images/M/MV5BMTc1NjE2MTcxMl5BMl5BanBnXkFtZTcwODEzNTIyMQ@@._V1_SX300.jpg,tt0090610
595,More About the Children of Noisy Village,Family,1081.0,6.7,1987,"There are only a handful of children living in Bullerbyn. This film follows their story through the fall and winter,picking up at the moment 'The Children of Noisy Village' finishes.",https://m.media-amazon.com/images/M/MV5BMTY0MjYyNzgxNV5BMl5BanBnXkFtZTcwOTI0MzkxMQ@@._V1_SX300.jpg,tt0093524
597,Quigley's Village,Family,12.0,6.5,1989,"'Quigley's Village' is a kids' show which employs both live actors and puppets. Mr. Quigley is the leader of the town,with Trundle,a toucan,living in a cage on Quigley's front porch. ...",N/A,tt1277647
